cve_ent,nom_ent,fecha_publica,fecha_inicio,fecha_fin,color_sem,nivel
12,Guerrero,29/01/2021,01/02/2021,14/02/2021,Rojo,Máximo
13,Hidalgo,29/01/2021,01/02/2021,14/02/2021,Rojo,Máximo
14,Jalisco,29/01/2021,01/02/2021,14/02/2021,Rojo,Máximo
15,México,29/01/2021,01/02/2021,14/02/2021,Rojo,Máximo
16,Michoacán de Ocampo,29/01/2021,01/02/2021,14/02/2021,Naranja,Alto
17,Morelos,29/01/2021,01/02/2021,14/02/2021,Rojo,Máximo
18,Nayarit,29/01/2021,01/02/2021,14/02/2021,Rojo,Máximo
19,Nuevo León,29/01/2021,01/02/2021,14/02/2021,Rojo,Máximo
20,Oaxaca,29/01/2021,01/02/2021,14/02/2021,Naranja,Alto
21,Puebla,29/01/2021,01/02/2021,14/02/2021,Rojo,Máximo
22,Querétaro,29/01/2021,01/02/2021,14/02/2021,Rojo,Máximo
23,Quintana Roo,29/01/2021,01/02/2021,14/02/2021,Naranja,Alto
24,San Luis Potosí,29/01/2021,01/02/2021,14/02/2021,Rojo,Máximo
25,Sinaloa,29/01/2021,01/02/2021,14/02/2021,Naranja,Alto
26,Sonora,29/01/2021,01/02/2021,14/02/2021,Naranja,Alto
27,Tabasco,29/01/2021,01/02/2021,14/02/2021,Naranja,Alto
28,Tamaulipas,29/01/2021,01/02/2021,14/02/2021,Naranja,Alto
29,Tlaxcala,29/01/2021,01/02/2021,14/02/2021,Naranja,Alto
30,Veracruz de Ignacio de la Llave,29/01/2021,01/02/2021,14/02/2021,Naranja,Alto
31,Yucatán,29/01/2021,01/02/2021,14/02/2021,Naranja,Alto
32,Zacatecas,29/01/2021,01/02/2021,14/02/2021,Naranja,Alto
1,Aguascalientes,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
2,Baja California,12/02/2021,15/02/2021,28/02/2021,Amarillo,Medio
3,Baja California Sur,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
4,Campeche,12/02/2021,15/02/2021,28/02/2021,Amarillo,Medio
5,Coahuila de Zaragoza,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
6,Colima,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
7,Chiapas,12/02/2021,15/02/2021,28/02/2021,Verde,Bajo
8,Chihuahua,12/02/2021,15/02/2021,28/02/2021,Amarillo,Medio
9,Ciudad de México,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
10,Durango,12/02/2021,15/02/2021,28/02/2021,Amarillo,Medio
11,Guanajuato,12/02/2021,15/02/2021,28/02/2021,Rojo,Máximo
12,Guerrero,12/02/2021,15/02/2021,28/02/2021,Rojo,Máximo
13,Hidalgo,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
14,Jalisco,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
15,México,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
16,Michoacán de Ocampo,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
17,Morelos,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
18,Nayarit,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
19,Nuevo León,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
20,Oaxaca,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
21,Puebla,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
22,Querétaro,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
23,Quintana Roo,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
24,San Luis Potosí,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
25,Sinaloa,12/02/2021,15/02/2021,28/02/2021,Amarillo,Medio
26,Sonora,12/02/2021,15/02/2021,28/02/2021,Amarillo,Medio
27,Tabasco,12/02/2021,15/02/2021,28/02/2021,Amarillo,Medio
28,Tamaulipas,12/02/2021,15/02/2021,28/02/2021,Amarillo,Medio
29,Tlaxcala,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
30,Veracruz de Ignacio de la Llave,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
31,Yucatán,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
32,Zacatecas,12/02/2021,15/02/2021,28/02/2021,Naranja,Alto
1,Aguascalientes,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
2,Baja California,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
3,Baja California Sur,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
4,Campeche,26/02/2021,01/03/2021,14/03/2021,Verde,Bajo
5,Coahuila de Zaragoza,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
6,Colima,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
7,Chiapas,26/02/2021,01/03/2021,14/03/2021,Verde,Bajo
8,Chihuahua,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
9,Ciudad de México,26/02/2021,01/03/2021,14/03/2021,Naranja,Alto
10,Durango,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
11,Guanajuato,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
12,Guerrero,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
13,Hidalgo,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
14,Jalisco,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
15,México,26/02/2021,01/03/2021,14/03/2021,Naranja,Alto
16,Michoacán de Ocampo,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
17,Morelos,26/02/2021,01/03/2021,14/03/2021,Naranja,Alto
18,Nayarit,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
19,Nuevo León,26/02/2021,01/03/2021,14/03/2021,Naranja,Alto
20,Oaxaca,26/02/2021,01/03/2021,14/03/2021,Naranja,Alto
21,Puebla,26/02/2021,01/03/2021,14/03/2021,Naranja,Alto
22,Querétaro,26/02/2021,01/03/2021,14/03/2021,Naranja,Alto
23,Quintana Roo,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
24,San Luis Potosí,26/02/2021,01/03/2021,14/03/2021,Naranja,Alto
25,Sinaloa,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
26,Sonora,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
27,Tabasco,26/02/2021,01/03/2021,14/03/2021,Naranja,Alto
28,Tamaulipas,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
29,Tlaxcala,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
30,Veracruz de Ignacio de la Llave,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
31,Yucatán,26/02/2021,01/03/2021,14/03/2021,Naranja,Alto
32,Zacatecas,26/02/2021,01/03/2021,14/03/2021,Amarillo,Medio
1,Aguascalientes,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
2,Baja California,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
3,Baja California Sur,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
4,Campeche,12/03/2021,15/03/2021,28/03/2021,Verde,Bajo
5,Coahuila de Zaragoza,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
6,Colima,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
7,Chiapas,12/03/2021,15/03/2021,28/03/2021,Verde,Bajo
8,Chihuahua,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
9,Ciudad de México,12/03/2021,15/03/2021,28/03/2021,Naranja,Alto
10,Durango,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
11,Guanajuato,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
12,Guerrero,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
13,Hidalgo,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
14,Jalisco,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
15,México,12/03/2021,15/03/2021,28/03/2021,Naranja,Alto
16,Michoacán de Ocampo,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
17,Morelos,12/03/2021,15/03/2021,28/03/2021,Naranja,Alto
18,Nayarit,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
19,Nuevo León,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
20,Oaxaca,12/03/2021,15/03/2021,28/03/2021,Naranja,Alto
21,Puebla,12/03/2021,15/03/2021,28/03/2021,Naranja,Alto
22,Querétaro,12/03/2021,15/03/2021,28/03/2021,Naranja,Alto
23,Quintana Roo,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
24,San Luis Potosí,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
25,Sinaloa,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
26,Sonora,12/03/2021,15/03/2021,28/03/2021,Verde,Bajo
27,Tabasco,12/03/2021,15/03/2021,28/03/2021,Naranja,Alto
28,Tamaulipas,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
29,Tlaxcala,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
30,Veracruz de Ignacio de la Llave,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
31,Yucatán,12/03/2021,15/03/2021,28/03/2021,Naranja,Alto
32,Zacatecas,12/03/2021,15/03/2021,28/03/2021,Amarillo,Medio
1,Aguascalientes,26/03/2021,29/03/2021,11/04/2021,Amarillo,Medio
2,Baja California,26/03/2021,29/03/2021,11/04/2021,Amarillo,Medio
3,Baja California Sur,26/03/2021,29/03/2021,11/04/2021,Amarillo,Medio
4,Campeche,26/03/2021,29/03/2021,11/04/2021,Verde,Bajo
5,Coahuila de Zaragoza,26/03/2021,29/03/2021,11/04/2021,Verde,Bajo
6,Colima,26/03/2021,29/03/2021,11/04/2021,Amarillo,Medio
7,Chiapas,26/03/2021,29/03/2021,11/04/2021,Verde,Bajo
8,Chihuahua,26/03/2021,29/03/2021,11/04/2021,Naranja,Alto
9,Ciudad de México,26/03/2021,29/03/2021,11/04/2021,Naranja,Alto
10,Durango,26/03/2021,29/03/2021,11/04/2021,Amarillo,Medio
11,Guanajuato,26/03/2021,29/03/2021,11/04/2021,Amarillo,Medio
12,Guerrero,26/03/2021,29/03/2021,11/04/2021,Amarillo,Medio
13,Hidalgo,26/03/2021,29/03/2021,11/04/2021,Naranja,Alto
14,Jalisco,26/03/2021,29/03/2021,11/04/2021,Verde,Bajo
15,México,26/03/2021,29/03/2021,11/04/2021,Naranja,Alto
16,Michoacán de Ocampo,26/03/2021,29/03/2021,11/04/2021,Amarillo,Medio
17,Morelos,26/03/2021,29/03/2021,11/04/2021,Amarillo,Medio
18,Nayarit,26/03/2021,29/03/2021,11/04/2021,Verde,Bajo
19,Nuevo León,26/03/2021,29/03/2021,11/04/2021,Amarillo,Medio
20,Oaxaca,26/03/2021,29/03/2021,11/04/2021,Amarillo,Medio
21,Puebla,26/03/2021,29/03/2021,11/04/2021,Naranja,Alto
22,Querétaro,26/03/2021,29/03/2021,11/04/2021,Naranja,Alto
23,Quintana Roo,26/03/2021,29/03/2021,11/04/2021,Amarillo,Medio
24,San Luis Potosí,26/03/2021,29/03/2021,11/04/2021,Amarillo,Medio
25,Sinaloa,26/03/2021,29/03/2021,11/04/2021,Amarillo,Medio
26,Sonora,26/03/2021,29/03/2021,11/04/2021,Amarillo,Medio
27,Tabasco,26/03/2021,29/03/2021,11/04/2021,Amarillo,Medio
28,Tamaulipas,26/03/2021,29/03/2021,11/04/2021,Verde,Bajo
29,Tlaxcala,26/03/2021,29/03/2021,11/04/2021,Amarillo,Medio
30,Veracruz de Ignacio de la Llave,26/03/2021,29/03/2021,11/04/2021,Verde,Bajo
31,Yucatán,26/03/2021,29/03/2021,11/04/2021,Naranja,Alto
32,Zacatecas,26/03/2021,29/03/2021,11/04/2021,Amarillo,Medio
1,Aguascalientes,09/04/2021,12/04/2021,25/04/2021,Amarillo,Medio
2,Baja California,09/04/2021,12/04/2021,25/04/2021,Amarillo,Medio
3,Baja California Sur,09/04/2021,12/04/2021,25/04/2021,Naranja,Alto
4,Campeche,09/04/2021,12/04/2021,25/04/2021,Verde,Bajo
5,Coahuila de Zaragoza,09/04/2021,12/04/2021,25/04/2021,Verde,Bajo
6,Colima,09/04/2021,12/04/2021,25/04/2021,Amarillo,Medio
7,Chiapas,09/04/2021,12/04/2021,25/04/2021,Verde,Bajo
8,Chihuahua,09/04/2021,12/04/2021,25/04/2021,Naranja,Alto
9,Ciudad de México,09/04/2021,12/04/2021,25/04/2021,Naranja,Alto
10,Durango,09/04/2021,12/04/2021,25/04/2021,Amarillo,Medio
11,Guanajuato,09/04/2021,12/04/2021,25/04/2021,Amarillo,Medio
12,Guerrero,09/04/2021,12/04/2021,25/04/2021,Amarillo,Medio
13,Hidalgo,09/04/2021,12/04/2021,25/04/2021,Amarillo,Medio
14,Jalisco,09/04/2021,12/04/2021,25/04/2021,Amarillo,Medio
15,México,09/04/2021,12/04/2021,25/04/2021,Naranja,Alto
16,Michoacán de Ocampo,09/04/2021,12/04/2021,25/04/2021,Amarillo,Medio
17,Morelos,09/04/2021,12/04/2021,25/04/2021,Amarillo,Medio
18,Nayarit,09/04/2021,12/04/2021,25/04/2021,Verde,Bajo
19,Nuevo León,09/04/2021,12/04/2021,25/04/2021,Verde,Bajo
20,Oaxaca,09/04/2021,12/04/2021,25/04/2021,Verde,Bajo
21,Puebla,09/04/2021,12/04/2021,25/04/2021,Amarillo,Medio
22,Querétaro,09/04/2021,12/04/2021,25/04/2021,Amarillo,Medio
23,Quintana Roo,09/04/2021,12/04/2021,25/04/2021,Amarillo,Medio
24,San Luis Potosí,09/04/2021,12/04/2021,25/04/2021,Amarillo,Medio
25,Sinaloa,09/04/2021,12/04/2021,25/04/2021,Amarillo,Medio
26,Sonora,09/04/2021,12/04/2021,25/04/2021,Amarillo,Medio
27,Tabasco,09/04/2021,12/04/2021,25/04/2021,Amarillo,Medio
28,Tamaulipas,09/04/2021,12/04/2021,25/04/2021,Verde,Bajo
29,Tlaxcala,09/04/2021,12/04/2021,25/04/2021,Amarillo,Medio
30,Veracruz de Ignacio de la Llave,09/04/2021,12/04/2021,25/04/2021,Verde,Bajo
31,Yucatán,09/04/2021,12/04/2021,25/04/2021,Naranja,Alto
32,Zacatecas,09/04/2021,12/04/2021,25/04/2021,Amarillo,Medio
1,Aguascalientes,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
2,Baja California,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
3,Baja California Sur,23/04/2021,26/04/2021,09/05/2021,Naranja,Alto
4,Campeche,23/04/2021,26/04/2021,09/05/2021,Verde,Bajo
5,Coahuila de Zaragoza,23/04/2021,26/04/2021,09/05/2021,Verde,Bajo
6,Colima,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
7,Chiapas,23/04/2021,26/04/2021,09/05/2021,Verde,Bajo
8,Chihuahua,23/04/2021,26/04/2021,09/05/2021,Naranja,Alto
9,Ciudad de México,23/04/2021,26/04/2021,09/05/2021,Naranja,Alto
10,Durango,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
11,Guanajuato,23/04/2021,26/04/2021,09/05/2021,Verde,Bajo
12,Guerrero,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
13,Hidalgo,23/04/2021,26/04/2021,09/05/2021,Naranja,Alto
14,Jalisco,23/04/2021,26/04/2021,09/05/2021,Verde,Bajo
15,México,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
16,Michoacán de Ocampo,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
17,Morelos,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
18,Nayarit,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
19,Nuevo León,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
20,Oaxaca,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
21,Puebla,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
22,Querétaro,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
23,Quintana Roo,23/04/2021,26/04/2021,09/05/2021,Naranja,Alto
24,San Luis Potosí,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
25,Sinaloa,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
26,Sonora,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
27,Tabasco,23/04/2021,26/04/2021,09/05/2021,Naranja,Alto
28,Tamaulipas,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
29,Tlaxcala,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
30,Veracruz de Ignacio de la Llave,23/04/2021,26/04/2021,09/05/2021,Verde,Bajo
31,Yucatán,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
32,Zacatecas,23/04/2021,26/04/2021,09/05/2021,Amarillo,Medio
1,Aguascalientes,07/05/2021,10/05/2021,23/05/2021,Amarillo,Medio
2,Baja California,07/05/2021,10/05/2021,23/05/2021,Amarillo,Medio
3,Baja California Sur,07/05/2021,10/05/2021,23/05/2021,Amarillo,Medio
4,Campeche,07/05/2021,10/05/2021,23/05/2021,Verde,Bajo
5,Coahuila de Zaragoza,07/05/2021,10/05/2021,23/05/2021,Verde,Bajo
6,Colima,07/05/2021,10/05/2021,23/05/2021,Amarillo,Medio
7,Chiapas,07/05/2021,10/05/2021,23/05/2021,Verde,Bajo
8,Chihuahua,07/05/2021,10/05/2021,23/05/2021,Naranja,Alto
9,Ciudad de México,07/05/2021,10/05/2021,23/05/2021,Amarillo,Medio
10,Durango,07/05/2021,10/05/2021,23/05/2021,Verde,Bajo
11,Guanajuato,07/05/2021,10/05/2021,23/05/2021,Verde,Bajo
12,Guerrero,07/05/2021,10/05/2021,23/05/2021,Amarillo,Medio
13,Hidalgo,07/05/2021,10/05/2021,23/05/2021,Amarillo,Medio
14,Jalisco,07/05/2021,10/05/2021,23/05/2021,Verde,Bajo
15,México,07/05/2021,10/05/2021,23/05/2021,Amarillo,Medio
16,Michoacán de Ocampo,07/05/2021,10/05/2021,23/05/2021,Amarillo,Medio
17,Morelos,07/05/2021,10/05/2021,23/05/2021,Amarillo,Medio
18,Nayarit,07/05/2021,10/05/2021,23/05/2021,Verde,Bajo
19,Nuevo León,07/05/2021,10/05/2021,23/05/2021,Verde,Bajo
20,Oaxaca,07/05/2021,10/05/2021,23/05/2021,Verde,Bajo
21,Puebla,07/05/2021,10/05/2021,23/05/2021,Amarillo,Medio
22,Querétaro,07/05/2021,10/05/2021,23/05/2021,Amarillo,Medio
23,Quintana Roo,07/05/2021,10/05/2021,23/05/2021,Naranja,Alto
24,San Luis Potosí,07/05/2021,10/05/2021,23/05/2021,Verde,Bajo
25,Sinaloa,07/05/2021,10/05/2021,23/05/2021,Verde,Bajo
26,Sonora,07/05/2021,10/05/2021,23/05/2021,Verde,Bajo
27,Tabasco,07/05/2021,10/05/2021,23/05/2021,Naranja,Alto
28,Tamaulipas,07/05/2021,10/05/2021,23/05/2021,Amarillo,Medio
29,Tlaxcala,07/05/2021,10/05/2021,23/05/2021,Verde,Bajo
30,Veracruz de Ignacio de la Llave,07/05/2021,10/05/2021,23/05/2021,Verde,Bajo
31,Yucatán,07/05/2021,10/05/2021,23/05/2021,Amarillo,Medio
32,Zacatecas,07/05/2021,10/05/2021,23/05/2021,Amarillo,Medio
1,Aguascalientes,21/05/2021,24/05/2021,06/06/2021,Verde,Bajo
2,Baja California,21/05/2021,24/05/2021,06/06/2021,Amarillo,Medio
3,Baja California Sur,21/05/2021,24/05/2021,06/06/2021,Amarillo,Medio
4,Campeche,21/05/2021,24/05/2021,06/06/2021,Amarillo,Medio
5,Coahuila de Zaragoza,21/05/2021,24/05/2021,06/06/2021,Verde,Bajo
6,Colima,21/05/2021,24/05/2021,06/06/2021,Amarillo,Medio
7,Chiapas,21/05/2021,24/05/2021,06/06/2021,Verde,Bajo
8,Chihuahua,21/05/2021,24/05/2021,06/06/2021,Amarillo,Medio
9,Ciudad de México,21/05/2021,24/05/2021,06/06/2021,Amarillo,Medio
10,Durango,21/05/2021,24/05/2021,06/06/2021,Verde,Bajo
11,Guanajuato,21/05/2021,24/05/2021,06/06/2021,Verde,Bajo
12,Guerrero,21/05/2021,24/05/2021,06/06/2021,Verde,Bajo
13,Hidalgo,21/05/2021,24/05/2021,06/06/2021,Verde,Bajo
14,Jalisco,21/05/2021,24/05/2021,06/06/2021,Verde,Bajo
15,México,21/05/2021,24/05/2021,06/06/2021,Amarillo,Medio
16,Michoacán de Ocampo,21/05/2021,24/05/2021,06/06/2021,Amarillo,Medio
17,Morelos,21/05/2021,24/05/2021,06/06/2021,Verde,Bajo
18,Nayarit,21/05/2021,24/05/2021,06/06/2021,Amarillo,Medio
19,Nuevo León,21/05/2021,24/05/2021,06/06/2021,Amarillo,Medio
20,Oaxaca,21/05/2021,24/05/2021,06/06/2021,Verde,Bajo
21,Puebla,21/05/2021,24/05/2021,06/06/2021,Amarillo,Medio
22,Querétaro,21/05/2021,24/05/2021,06/06/2021,Verde,Bajo
23,Quintana Roo,21/05/2021,24/05/2021,06/06/2021,Naranja,Alto
24,San Luis Potosí,21/05/2021,24/05/2021,06/06/2021,Verde,Bajo
25,Sinaloa,21/05/2021,24/05/2021,06/06/2021,Verde,Bajo
26,Sonora,21/05/2021,24/05/2021,06/06/2021,Verde,Bajo
27,Tabasco,21/05/2021,24/05/2021,06/06/2021,Amarillo,Medio
28,Tamaulipas,21/05/2021,24/05/2021,06/06/2021,Amarillo,Medio
29,Tlaxcala,21/05/2021,24/05/2021,06/06/2021,Verde,Bajo
30,Veracruz de Ignacio de la Llave,21/05/2021,24/05/2021,06/06/2021,Verde,Bajo
31,Yucatán,21/05/2021,24/05/2021,06/06/2021,Amarillo,Medio
32,Zacatecas,21/05/2021,24/05/2021,06/06/2021,Amarillo,Medio
1,Aguascalientes,04/06/2021,07/06/2021,20/06/2021,Verde,Bajo
2,Baja California,04/06/2021,07/06/2021,20/06/2021,Amarillo,Medio
3,Baja California Sur,04/06/2021,07/06/2021,20/06/2021,Naranja,Alto
4,Campeche,04/06/2021,07/06/2021,20/06/2021,Amarillo,Medio
5,Coahuila de Zaragoza,04/06/2021,07/06/2021,20/06/2021,Verde,Bajo
6,Colima,04/06/2021,07/06/2021,20/06/2021,Amarillo,Medio
7,Chiapas,04/06/2021,07/06/2021,20/06/2021,Verde,Bajo
8,Chihuahua,04/06/2021,07/06/2021,20/06/2021,Amarillo,Medio
9,Ciudad de México,04/06/2021,07/06/2021,20/06/2021,Verde,Bajo
10,Durango,04/06/2021,07/06/2021,20/06/2021,Verde,Bajo
11,Guanajuato,04/06/2021,07/06/2021,20/06/2021,Verde,Bajo
12,Guerrero,04/06/2021,07/06/2021,20/06/2021,Verde,Bajo
13,Hidalgo,04/06/2021,07/06/2021,20/06/2021,Verde,Bajo
14,Jalisco,04/06/2021,07/06/2021,20/06/2021,Verde,Bajo
15,México,04/06/2021,07/06/2021,20/06/2021,Verde,Bajo
16,Michoacán de Ocampo,04/06/2021,07/06/2021,20/06/2021,Verde,Bajo
17,Morelos,04/06/2021,07/06/2021,20/06/2021,Verde,Bajo
18,Nayarit,04/06/2021,07/06/2021,20/06/2021,Verde,Bajo
19,Nuevo León,04/06/2021,07/06/2021,20/06/2021,Amarillo,Medio
20,Oaxaca,04/06/2021,07/06/2021,20/06/2021,Verde,Bajo
21,Puebla,04/06/2021,07/06/2021,20/06/2021,Verde,Bajo
22,Querétaro,04/06/2021,07/06/2021,20/06/2021,Verde,Bajo
23,Quintana Roo,04/06/2021,07/06/2021,20/06/2021,Naranja,Alto
24,San Luis Potosí,04/06/2021,07/06/2021,20/06/2021,Verde,Bajo
25,Sinaloa,04/06/2021,07/06/2021,20/06/2021,Amarillo,Medio
26,Sonora,04/06/2021,07/06/2021,20/06/2021,Amarillo,Medio
27,Tabasco,04/06/2021,07/06/2021,20/06/2021,Naranja,Alto
28,Tamaulipas,04/06/2021,07/06/2021,20/06/2021,Amarillo,Medio
29,Tlaxcala,04/06/2021,07/06/2021,20/06/2021,Verde,Bajo
30,Veracruz de Ignacio de la Llave,04/06/2021,07/06/2021,20/06/2021,Amarillo,Medio
31,Yucatán,04/06/2021,07/06/2021,20/06/2021,Naranja,Alto
32,Zacatecas,04/06/2021,07/06/2021,20/06/2021,Verde,Bajo
